id,age,gender,sign_up_method,payment_method,no_of_devices
837,54,F,Google,Credit card,4
838,76,F,Google,PayPal,3
839,20,M,Facebook,PayPal,4
840,77,F,Facebook,PayPal,3
841,57,F,Email,PayPal,3
842,61,M,Email,Debit card,1
843,70,F,Facebook,PayPal,2
844,41,M,Facebook,Debit card,1
845,59,M,Facebook,PayPal,4
846,65,F,Email,Debit card,4
847,74,M,Google,Debit card,1
848,18,M,Email,PayPal,3
849,51,F,Google,Credit card,3
850,31,F,Email,Credit card,3
851,19,M,Facebook,Credit card,1
852,51,M,Facebook,Credit card,3
853,45,F,Google,Credit card,2
854,64,M,Email,PayPal,1
855,26,M,Email,Credit card,2
856,20,F,Email,PayPal,2
857,68,M,Email,Credit card,2
858,57,M,Email,Credit card,3
859,24,F,Google,PayPal,3
860,31,F,Google,PayPal,3
861,75,M,Email,Credit card,1
862,58,M,Email,Credit card,1
863,35,F,Email,Credit card,3
864,18,M,Email,Debit card,1
865,72,F,Email,Credit card,1
866,20,M,Facebook,PayPal,1
867,56,F,Email,Debit card,1
868,40,F,Email,PayPal,3
869,45,F,Facebook,Debit card,3
870,59,F,Email,PayPal,3
871,31,F,Email,Debit card,4
872,74,F,Facebook,Credit card,4
873,53,M,Email,PayPal,3
874,71,M,Email,PayPal,4
875,42,F,Facebook,PayPal,4
876,64,M,Google,Debit card,2
877,73,F,Google,PayPal,1
878,52,M,Email,Debit card,1
879,32,F,Email,PayPal,2
880,67,F,Facebook,Debit card,3
881,61,M,Google,Credit card,3
882,76,F,Facebook,PayPal,2
883,36,F,Facebook,Credit card,2
884,24,M,Google,PayPal,3
885,19,M,Google,Debit card,2
886,18,M,Facebook,Credit card,1
887,76,M,Email,PayPal,3
888,70,F,Email,Credit card,3
889,70,F,Google,PayPal,1
890,73,F,Google,PayPal,3
891,51,F,Google,Debit card,1
892,34,M,Email,PayPal,4
893,74,F,Email,Debit card,1
894,40,F,Facebook,PayPal,1
895,48,M,Email,Credit card,1
896,79,F,Google,PayPal,4
897,48,M,Email,Debit card,4
898,29,M,Google,Debit card,1
899,32,F,Google,PayPal,1
900,56,M,Facebook,Credit card,3
901,79,M,Facebook,Credit card,3
902,30,M,Facebook,Debit card,3
903,72,M,Google,Debit card,1
904,63,M,Google,PayPal,4
905,69,F,Google,PayPal,1
906,62,M,Email,Credit card,2
907,55,F,Google,PayPal,4
908,42,M,Email,PayPal,4
909,50,M,Email,PayPal,2
910,65,M,Google,Debit card,2
911,47,M,Google,Credit card,2
912,25,M,Email,Credit card,3
913,53,F,Facebook,Debit card,3
914,18,F,Facebook,Credit card,4
915,53,F,Google,Credit card,1
916,19,F,Facebook,Debit card,2
917,49,M,Facebook,PayPal,1
918,81,F,Facebook,Debit card,1
919,63,F,Facebook,Debit card,4
920,56,F,Facebook,Debit card,4
921,78,M,Facebook,Credit card,2
922,26,M,Facebook,Debit card,1
923,73,F,Google,Credit card,4
924,51,F,Email,Debit card,4
925,46,F,Facebook,Debit card,2
926,52,M,Facebook,Debit card,2
927,34,F,Google,PayPal,2
928,78,F,Email,Debit card,1
929,19,M,Facebook,PayPal,4
930,52,F,Email,PayPal,4
931,33,F,Google,PayPal,4
932,35,F,Email,PayPal,3
933,40,M,Google,Credit card,1
934,21,F,Google,Credit card,2
935,77,F,Email,PayPal,1
936,29,F,Email,PayPal,4
937,57,M,Google,Debit card,3
938,52,M,Email,Debit card,1
939,24,F,Email,Debit card,1
940,20,F,Facebook,Credit card,4
941,39,F,Facebook,Debit card,1
942,62,F,Email,PayPal,2
943,42,F,Facebook,PayPal,4
944,70,F,Email,Debit card,2
945,67,M,Google,Credit card,4
946,68,F,Email,Credit card,1
947,64,M,Email,Debit card,3
948,30,F,Google,Debit card,2
949,48,F,Facebook,Credit card,1
950,67,F,Facebook,Debit card,4
951,68,F,Facebook,Credit card,3
952,23,M,Google,Credit card,3
953,66,F,Facebook,Debit card,3
954,67,M,Google,PayPal,1
955,44,F,Email,Credit card,1
956,75,M,Google,Debit card,1
957,51,M,Google,PayPal,1
958,52,M,Facebook,Debit card,2
959,42,M,Facebook,Credit card,2
960,49,M,Email,PayPal,2
961,79,F,Google,Credit card,4
962,24,F,Google,Credit card,2
963,78,F,Email,Debit card,4
964,53,M,Google,Credit card,2
965,47,F,Email,Debit card,3
966,76,M,Email,PayPal,3
967,25,M,Email,Debit card,4
968,33,M,Facebook,PayPal,2
969,38,F,Google,PayPal,2
970,42,M,Email,Debit card,4
971,36,F,Facebook,PayPal,1
972,79,F,Facebook,Debit card,2
973,36,M,Google,PayPal,1
974,44,F,Google,PayPal,1
975,62,M,Email,Debit card,1
976,41,M,Facebook,Debit card,3
977,43,F,Email,Credit card,4
978,33,M,Email,Credit card,2
979,25,M,Facebook,PayPal,1
980,30,M,Facebook,Debit card,1
981,60,M,Email,Credit card,3
982,20,M,Email,PayPal,2
983,68,F,Google,Credit card,4
984,73,M,Email,Credit card,2
985,61,F,Google,PayPal,1
986,81,M,Email,Credit card,4
987,47,F,Email,PayPal,3
988,47,F,Google,Debit card,3
989,49,F,Facebook,PayPal,1
990,31,F,Google,Credit card,4
991,45,M,Facebook,PayPal,1
992,42,F,Facebook,Credit card,1
993,75,M,Facebook,Credit card,1
994,37,F,Email,Credit card,1
995,31,F,Email,Credit card,3
996,24,F,Email,PayPal,2
997,23,F,Google,Debit card,4
998,64,F,Facebook,Credit card,4
999,35,F,Google,PayPal,3
1000,68,F,Google,PayPal,1
1001,75,F,Google,Credit card,3
1002,38,M,Google,PayPal,3
1003,64,M,Facebook,PayPal,2
1004,53,M,Email,Credit card,4
1005,66,M,Google,PayPal,2
1006,47,M,Google,Debit card,1
1007,40,F,Facebook,Debit card,4
1008,45,F,Facebook,Credit card,1
1009,66,F,Email,Credit card,2
1010,64,M,Email,PayPal,3
1011,18,F,Facebook,Credit card,1
1012,73,M,Google,Credit card,1
1013,71,M,Google,Debit card,1
1014,67,M,Facebook,Credit card,3
1015,39,M,Email,Credit card,2
1016,27,F,Email,PayPal,3
1017,44,F,Email,Debit card,2
1018,59,F,Google,PayPal,4
1019,24,F,Email,PayPal,1
1020,77,F,Google,Credit card,4
1021,52,M,Google,PayPal,3
1022,56,M,Google,PayPal,1
1023,41,M,Google,Debit card,1
1024,58,M,Google,PayPal,4
1025,36,M,Facebook,Debit card,1
1026,80,M,Google,Debit card,1
1027,54,M,Google,PayPal,3
1028,52,M,Google,Debit card,3
1029,67,F,Email,Debit card,3
1030,54,F,Google,Credit card,1
1031,44,F,Google,PayPal,2
1032,32,F,Email,Debit card,2
1033,57,M,Google,PayPal,2
1034,28,M,Email,PayPal,2
1035,75,F,Email,PayPal,3
1036,22,F,Google,PayPal,4
1037,37,M,Facebook,PayPal,1
1038,78,F,Facebook,Debit card,3
1039,71,F,Google,Credit card,2
1040,59,M,Email,Debit card,4
1041,41,M,Email,Debit card,4
1042,62,M,Email,Debit card,2
1043,66,M,Email,Credit card,1
1044,57,M,Email,Credit card,3
1045,37,F,Email,PayPal,1
1046,68,M,Facebook,Debit card,1
1047,36,M,Google,Credit card,3
1048,74,M,Facebook,Debit card,4
1049,58,M,Email,Debit card,2
1050,34,F,Google,Debit card,4
1051,72,M,Email,Credit card,4
1052,46,M,Google,Debit card,3
1053,24,F,Google,Credit card,2
1054,26,M,Email,Debit card,4
1055,59,M,Facebook,PayPal,2
1056,24,F,Facebook,Credit card,1
1057,61,M,Email,Credit card,1
1058,75,F,Google,Credit card,3
1059,60,F,Facebook,Debit card,2
1060,53,M,Email,Credit card,4
1061,76,F,Google,PayPal,4
1062,33,M,Facebook,PayPal,1
1063,42,F,Google,Credit card,1
1064,77,F,Email,Debit card,4
1065,20,F,Facebook,Debit card,1
1066,62,F,Facebook,Debit card,4
1067,49,F,Facebook,Credit card,1
1068,31,F,Facebook,Credit card,1
1069,43,F,Facebook,PayPal,2
1070,47,F,Email,Debit card,4
1071,21,F,Google,PayPal,3
1072,57,F,Google,Credit card,2
1073,27,M,Facebook,Debit card,1
1074,48,F,Google,Debit card,1
1075,37,F,Email,Debit card,3
1076,23,M,Google,Credit card,4
1077,27,F,Google,Credit card,2
1078,61,F,Google,Credit card,3
1079,38,M,Google,Credit card,3
1080,56,M,Google,Credit card,4
1081,60,M,Facebook,Debit card,2
1082,69,M,Facebook,Credit card,3
1083,31,M,Facebook,Credit card,4
1084,71,F,Email,Credit card,1
1085,24,M,Facebook,Credit card,1
1086,38,F,Facebook,PayPal,2
1087,45,F,Facebook,Credit card,1
1088,61,M,Google,PayPal,4
1089,53,F,Facebook,Debit card,2
1090,29,M,Email,Debit card,3
1091,63,F,Google,PayPal,2
1092,26,F,Email,Credit card,2
1093,52,F,Google,PayPal,3
1094,49,M,Facebook,PayPal,4
1095,33,M,Facebook,PayPal,2
1096,69,F,Facebook,Credit card,3
1097,59,F,Google,Credit card,2
1098,72,F,Facebook,Credit card,2
1099,56,M,Email,Debit card,3
1100,23,F,Google,PayPal,2
1101,79,F,Google,Debit card,1
1102,41,M,Email,PayPal,2
1103,70,M,Google,PayPal,1
1104,67,M,Google,Credit card,2
1105,26,M,Google,Credit card,2
1106,36,F,Email,PayPal,4
1107,66,F,Facebook,PayPal,1
1108,66,M,Facebook,PayPal,1
1109,70,M,Google,PayPal,4
1110,40,F,Facebook,PayPal,2
1111,81,F,Facebook,Credit card,1
1112,46,M,Email,PayPal,1
1113,78,F,Google,Debit card,3
1114,20,M,Facebook,PayPal,2
1115,36,M,Facebook,Debit card,4
1116,34,M,Email,PayPal,2
1117,63,M,Google,Credit card,4
1118,46,M,Google,Credit card,3
1119,78,F,Facebook,PayPal,1
1120,29,F,Email,PayPal,1
1121,29,F,Email,PayPal,1
1122,24,F,Facebook,Credit card,3
1123,21,F,Google,Credit card,3
1124,34,M,Email,PayPal,1
1125,37,F,Google,Debit card,1
1126,79,M,Facebook,Debit card,1
1127,57,M,Facebook,PayPal,4
1128,24,M,Google,Debit card,1
1129,24,M,Google,Credit card,2
1130,51,M,Facebook,PayPal,4
1131,36,F,Facebook,PayPal,2
1132,43,F,Email,PayPal,2
1133,52,F,Email,Debit card,4
1134,20,M,Google,Credit card,1
1135,27,F,Facebook,Credit card,4
1136,72,F,Email,Debit card,1
1137,54,F,Email,Credit card,2
1138,35,F,Google,Debit card,4
1139,37,F,Email,Debit card,3
1140,25,M,Facebook,Credit card,3
1141,75,M,Email,Credit card,2
1142,40,M,Email,PayPal,3
1143,51,M,Email,PayPal,3
1144,23,M,Google,PayPal,1
1145,75,F,Facebook,Credit card,4
1146,76,F,Email,PayPal,3
1147,64,M,Facebook,Debit card,2
1148,59,F,Google,PayPal,4
1149,38,F,Google,PayPal,3
1150,23,M,Google,Debit card,3
1151,74,F,Google,Credit card,1
1152,31,M,Facebook,Credit card,2
1153,73,F,Facebook,PayPal,1
1154,36,M,Email,PayPal,2
1155,48,M,Email,Credit card,4
1156,20,F,Facebook,Credit card,4
1157,68,M,Google,PayPal,1
1158,22,F,Google,Debit card,2
1159,27,F,Facebook,Credit card,2
1160,35,F,Google,Debit card,4
1161,57,F,Google,Credit card,1
1162,70,M,Email,Credit card,4
1163,72,M,Google,PayPal,1
1164,20,F,Facebook,Debit card,3
1165,69,M,Email,Debit card,3
1166,51,F,Email,Credit card,3
1167,41,F,Facebook,PayPal,4
1168,54,F,Google,PayPal,1
1169,31,M,Google,Debit card,3
1170,24,M,Google,Debit card,2
1171,23,F,Email,Credit card,3
1172,25,F,Google,PayPal,3
1173,61,F,Email,Credit card,1
1174,36,M,Email,Credit card,1
1175,24,M,Facebook,PayPal,3
1176,62,F,Google,Debit card,4
1177,75,F,Facebook,Credit card,4
1178,20,F,Email,Debit card,2
1179,44,M,Google,PayPal,1
1180,22,M,Google,Credit card,4
1181,76,M,Google,Debit card,2
1182,46,F,Facebook,Credit card,1
1183,64,M,Email,Debit card,1
1184,28,M,Email,Credit card,2
1185,73,F,Google,Debit card,2
1186,76,F,Google,Debit card,1
1187,52,F,Facebook,PayPal,3
1188,24,F,Email,PayPal,4
1189,31,M,Email,Credit card,4
1190,22,F,Facebook,Debit card,1
1191,42,F,Email,Credit card,4
1192,72,F,Google,PayPal,1
1193,25,F,Email,Debit card,3
1194,32,M,Google,PayPal,3
1195,21,M,Email,PayPal,3
1196,23,F,Email,Debit card,4
1197,57,F,Google,PayPal,3
1198,51,M,Facebook,PayPal,3
1199,20,M,Google,Credit card,1
1200,64,M,Google,PayPal,4
1201,80,M,Google,PayPal,4
1202,23,F,Email,Credit card,2
1203,32,M,Google,Debit card,3
1204,30,M,Email,PayPal,4
1205,23,F,Google,PayPal,2
1206,50,M,Email,PayPal,4
1207,41,M,Google,Credit card,3
1208,21,F,Email,PayPal,2
1209,32,F,Email,Credit card,3
1210,19,F,Facebook,PayPal,3
1211,47,F,Google,Debit card,3
1212,75,M,Email,Debit card,4
1213,61,F,Google,Debit card,4
1214,79,F,Google,Credit card,1
1215,78,F,Email,PayPal,1
1216,63,F,Google,PayPal,4
1217,80,M,Email,Credit card,3
1218,71,F,Google,Debit card,4
1219,76,M,Email,Credit card,4
1220,31,F,Facebook,Debit card,3
1221,71,M,Google,Debit card,4
1222,30,M,Google,PayPal,2
1223,37,F,Google,PayPal,2
1224,77,M,Email,Debit card,4
1225,41,M,Facebook,PayPal,4
1226,41,F,Email,Credit card,1
1227,23,F,Google,Credit card,3
1228,51,M,Facebook,Credit card,4
1229,54,F,Google,PayPal,1
1230,53,F,Google,PayPal,3
1231,28,M,Email,PayPal,1
1232,29,F,Google,PayPal,3
1233,20,M,Facebook,PayPal,1
1234,33,M,Google,Debit card,1
1235,31,M,Email,Credit card,4
1236,25,M,Email,Credit card,1
1237,73,M,Facebook,Debit card,4
1238,50,M,Email,PayPal,4
1239,60,M,Email,PayPal,4
1240,79,F,Google,Credit card,3
1241,26,F,Google,Credit card,4
1242,65,F,Email,PayPal,4
1243,55,F,Email,Debit card,2
1244,45,F,Google,PayPal,3
1245,70,M,Email,Debit card,1
1246,65,F,Google,Credit card,4
1247,39,F,Email,PayPal,2
1248,64,F,Facebook,PayPal,4
1249,55,M,Facebook,Debit card,1
1250,45,F,Google,PayPal,1
1251,62,F,Email,PayPal,2
1252,54,M,Email,Credit card,4
1253,67,F,Google,Credit card,1
1254,75,M,Email,Credit card,1
1255,37,M,Facebook,PayPal,3
1256,21,F,Facebook,Credit card,4
1257,71,F,Email,Credit card,1
1258,24,F,Google,PayPal,2
1259,68,F,Google,Credit card,4
1260,31,M,Email,PayPal,4
1261,65,F,Facebook,Credit card,1
1262,47,M,Facebook,Debit card,1
1263,61,M,Google,Credit card,3
1264,77,F,Google,PayPal,2
1265,22,M,Google,Credit card,2
1266,75,F,Email,PayPal,3
1267,22,M,Google,Credit card,2
1268,54,F,Facebook,PayPal,2
1269,71,M,Google,Debit card,2
1270,55,F,Email,Credit card,4
1271,69,M,Google,Credit card,4
1272,55,M,Facebook,PayPal,3
1273,40,M,Email,PayPal,2
1274,52,M,Facebook,Debit card,2
1275,44,F,Google,Debit card,3
1276,72,F,Google,Credit card,1
1277,35,F,Email,Debit card,1
1278,31,F,Email,Debit card,4
1279,22,M,Google,Debit card,2
1280,28,F,Facebook,Debit card,4
1281,19,F,Facebook,Credit card,1
1282,52,F,Email,Debit card,1
1283,65,F,Google,PayPal,4
1284,72,F,Facebook,Credit card,4
1285,56,F,Google,Debit card,3
1286,33,F,Google,PayPal,1
1287,61,M,Google,Debit card,3
1288,80,M,Email,Debit card,2
1289,76,F,Email,Debit card,2
1290,66,F,Google,Credit card,1
1291,80,M,Facebook,Debit card,2
1292,60,F,Facebook,Debit card,3
1293,70,F,Facebook,Credit card,1
1294,64,F,Email,Credit card,3
1295,48,M,Facebook,PayPal,3
1296,70,F,Email,PayPal,1
1297,63,M,Email,Debit card,2
1298,37,F,Google,Credit card,2
1299,65,M,Email,Credit card,4
1300,43,F,Facebook,Debit card,1
1301,54,F,Google,PayPal,2
1302,42,F,Email,Debit card,1
1303,67,M,Google,PayPal,3
1304,29,F,Google,Credit card,4
1305,77,M,Google,PayPal,1
1306,77,M,Google,Credit card,4
1307,50,M,Google,Debit card,2
1308,39,F,Facebook,Debit card,2
1309,50,M,Email,Credit card,4
1310,40,M,Google,PayPal,4
1311,77,F,Google,PayPal,3
1312,52,F,Email,Debit card,4
1313,30,M,Facebook,Credit card,4
1314,57,F,Facebook,Debit card,2
1315,59,F,Google,Debit card,1
1316,54,M,Facebook,PayPal,2
1317,75,M,Google,Debit card,2
1318,55,M,Facebook,PayPal,2
1319,78,F,Google,Debit card,2
1320,32,M,Google,Credit card,4
1321,69,M,Google,PayPal,4
1322,53,M,Email,Debit card,2
1323,20,M,Facebook,Debit card,4
1324,51,F,Facebook,Debit card,4
1325,52,F,Facebook,Credit card,4
1326,63,F,Email,Credit card,1
1327,50,F,Facebook,PayPal,1
1328,65,M,Google,PayPal,1
1329,59,M,Email,Debit card,4
1330,36,F,Facebook,PayPal,2
1331,53,F,Facebook,Debit card,4
1332,76,M,Email,PayPal,4
1333,72,M,Email,Debit card,3
1334,40,F,Google,PayPal,3
1335,42,F,Facebook,Credit card,1
1336,79,F,Facebook,Debit card,1
1337,25,F,Email,Credit card,1
1338,44,M,Facebook,PayPal,2
1339,38,M,Google,PayPal,4
1340,31,F,Facebook,Debit card,1
1341,40,F,Google,Debit card,4
1342,23,F,Email,PayPal,1
1343,39,M,Facebook,Credit card,1
1344,78,F,Google,PayPal,1
1345,50,F,Facebook,PayPal,4
1346,55,F,Facebook,PayPal,4
1347,54,F,Facebook,Credit card,4
1348,53,F,Email,PayPal,3
1349,31,M,Email,PayPal,3
1350,38,F,Google,Debit card,2
1351,34,F,Facebook,PayPal,3
1352,44,F,Google,PayPal,2
1353,23,M,Email,PayPal,2
1354,54,M,Google,Credit card,3
1355,23,M,Facebook,Debit card,1
1356,50,F,Facebook,Credit card,1
1357,45,M,Email,Credit card,3
1358,75,F,Facebook,Debit card,2
1359,27,F,Google,Credit card,4
1360,50,F,Google,PayPal,4
1361,62,F,Email,Debit card,1
1362,37,F,Email,Debit card,1
1363,57,M,Facebook,Debit card,1
1364,26,F,Facebook,PayPal,3
1365,60,M,Facebook,PayPal,4
1366,78,F,Google,PayPal,3
1367,47,F,Facebook,Credit card,1
1368,51,M,Facebook,PayPal,1
1369,37,F,Facebook,PayPal,4
1370,20,F,Email,Credit card,2
1371,67,M,Google,Credit card,4
1372,46,F,Facebook,Debit card,2
1373,38,F,Google,Credit card,1
1374,31,F,Google,PayPal,2
1375,39,M,Email,PayPal,2
1376,43,F,Email,Debit card,2
1377,63,M,Email,Debit card,3
1378,58,F,Facebook,Debit card,4
1379,58,M,Facebook,Debit card,4
1380,24,M,Email,Credit card,4
1381,32,M,Google,Credit card,1
1382,64,F,Facebook,PayPal,1
1383,76,F,Google,Debit card,3
1384,29,F,Email,Credit card,4
1385,67,M,Google,Credit card,1
1386,32,M,Email,Debit card,4
1387,23,M,Facebook,Credit card,4
1388,26,F,Email,Debit card,2
1389,20,F,Facebook,Credit card,2
1390,42,M,Google,Credit card,3
1391,47,M,Facebook,PayPal,3
1392,73,M,Facebook,Debit card,3
1393,54,F,Facebook,Debit card,1
1394,44,F,Facebook,Credit card,2
1395,33,M,Google,Debit card,3
1396,69,F,Facebook,Debit card,4
1397,62,F,Email,Credit card,2
1398,35,F,Email,PayPal,4
1399,37,F,Facebook,Debit card,4
1400,35,F,Email,PayPal,1
1401,68,M,Email,Credit card,1
1402,39,F,Facebook,Credit card,2
1403,28,M,Google,Debit card,2
1404,41,M,Email,Debit card,2
1405,26,M,Facebook,Credit card,1
1406,78,M,Email,PayPal,2
1407,72,M,Facebook,PayPal,4
1408,54,F,Email,PayPal,2
1409,50,M,Email,Debit card,3
1410,39,F,Email,Credit card,4
1411,48,M,Facebook,Credit card,3
1412,33,M,Email,Debit card,3
1413,58,M,Google,Debit card,3
1414,76,M,Google,Debit card,2
1415,21,M,Google,Credit card,1
1416,79,F,Facebook,Credit card,3
1417,71,F,Google,Debit card,2
1418,40,F,Google,Credit card,3
1419,54,F,Facebook,PayPal,2
1420,67,F,Facebook,Debit card,3
1421,80,M,Facebook,Debit card,4
1422,54,F,Facebook,PayPal,1
1423,35,M,Email,Debit card,4
1424,23,M,Email,PayPal,2
1425,47,M,Email,PayPal,3
1426,66,M,Email,PayPal,4
1427,45,F,Google,Credit card,3
1428,63,M,Facebook,Debit card,2
1429,30,M,Google,PayPal,3
1430,21,F,Google,PayPal,4
1431,73,F,Google,Debit card,2
1432,26,M,Google,PayPal,4
1433,25,F,Email,Debit card,1
1434,60,F,Google,Debit card,3
1435,39,F,Email,Credit card,1
1436,62,M,Google,Debit card,3
1437,53,M,Google,PayPal,2
1438,52,M,Email,Debit card,1
1439,32,F,Google,PayPal,1
1440,28,F,Google,Credit card,2
1441,57,M,Google,Credit card,1
1442,78,F,Email,Credit card,3
1443,65,M,Email,Debit card,2
1444,36,M,Google,Debit card,3
1445,80,F,Facebook,Credit card,4
1446,70,F,Facebook,PayPal,3
1447,55,M,Google,Debit card,4
1448,32,M,Facebook,Credit card,2
1449,76,M,Google,Debit card,4
1450,34,F,Google,Debit card,4
1451,76,M,Google,Credit card,3
1452,27,F,Email,PayPal,1
1453,74,M,Facebook,PayPal,4
1454,79,F,Google,Debit card,2
1455,52,M,Email,PayPal,4
1456,48,M,Facebook,Credit card,2
1457,54,F,Google,Credit card,1
1458,23,M,Facebook,PayPal,3
1459,77,F,Email,Credit card,2
1460,30,M,Google,PayPal,2
1461,61,M,Facebook,PayPal,3
1462,28,F,Email,Debit card,1
1463,58,F,Facebook,Credit card,4
1464,49,M,Google,Debit card,4
1465,31,M,Email,PayPal,4
1466,77,M,Email,Credit card,2
1467,47,F,Email,Credit card,1
1468,74,M,Email,Debit card,2
1469,81,M,Google,Debit card,1
1470,55,M,Google,Credit card,4
1471,48,F,Facebook,Credit card,2
1472,34,F,Facebook,Debit card,1
1473,25,M,Google,Credit card,3
1474,60,F,Facebook,Credit card,4
1475,70,M,Google,Debit card,3
1476,76,M,Facebook,PayPal,3
1477,45,M,Email,Debit card,3
1478,60,M,Email,Credit card,2
1479,41,M,Facebook,Debit card,2
1480,46,M,Google,Credit card,3
1481,29,F,Facebook,PayPal,3
1482,50,F,Facebook,Debit card,1
1483,68,F,Google,Credit card,2
1484,44,F,Google,PayPal,2
1485,45,F,Email,Debit card,4
1486,20,M,Email,PayPal,3
1487,64,F,Facebook,Credit card,2
1488,46,F,Google,PayPal,2
1489,35,M,Email,Debit card,2
1490,70,F,Google,PayPal,4
1491,47,M,Facebook,PayPal,3
1492,77,M,Google,Debit card,4
1493,57,M,Facebook,Debit card,2
1494,31,F,Email,Credit card,4
1495,73,F,Google,Debit card,1
1496,29,M,Google,PayPal,3
1497,41,M,Google,Credit card,2
1498,45,M,Google,Credit card,3
1499,21,F,Facebook,Credit card,1
1500,81,F,Google,PayPal,2
1501,45,F,Email,Debit card,4
1502,24,F,Facebook,Credit card,4
1503,61,F,Google,PayPal,3
1504,36,F,Facebook,Credit card,3
1505,29,F,Google,Debit card,1
1506,73,F,Facebook,Credit card,4
1507,76,F,Facebook,Credit card,1
1508,58,F,Google,Debit card,1
1509,48,F,Google,Debit card,4
1510,62,F,Facebook,PayPal,2
1511,22,M,Google,Debit card,1
1512,75,F,Email,Credit card,2
1513,20,M,Facebook,PayPal,2
1514,48,M,Google,Debit card,4
1515,41,M,Facebook,Debit card,2
1516,69,M,Google,PayPal,3
1517,69,F,Email,PayPal,2
1518,45,M,Email,PayPal,4
1519,44,F,Google,Credit card,2
1520,36,F,Facebook,PayPal,3
1521,39,F,Facebook,PayPal,3
1522,43,F,Email,Credit card,3
1523,36,M,Facebook,Credit card,3
1524,75,M,Facebook,Credit card,3
1525,78,F,Facebook,PayPal,4
1526,48,F,Google,Debit card,3
1527,19,F,Email,Credit card,1
1528,58,M,Google,Credit card,1
1529,48,M,Email,PayPal,3
1530,38,F,Google,Debit card,1
1531,21,M,Google,Debit card,1
1532,53,M,Google,PayPal,1
1533,60,F,Email,Credit card,1
1534,22,F,Email,Debit card,2
1535,67,M,Email,Credit card,2
1536,80,F,Email,Credit card,1
1537,28,F,Google,Debit card,4
1538,27,M,Facebook,Credit card,3
1539,58,M,Email,Debit card,4
1540,79,M,Facebook,Credit card,3
1541,62,F,Email,Debit card,2
1542,40,M,Facebook,PayPal,3
1543,27,F,Facebook,Debit card,4
1544,19,M,Facebook,Credit card,1
1545,52,F,Email,Debit card,4
1546,57,M,Google,Credit card,2
1547,39,M,Facebook,Credit card,1
1548,45,M,Google,Debit card,2
1549,22,F,Google,Credit card,3
1550,27,F,Google,Debit card,1
1551,51,M,Email,Debit card,3
1552,37,M,Email,Debit card,2
1553,80,F,Email,Debit card,4
1554,26,F,Email,Credit card,3
1555,48,M,Google,Debit card,3
1556,73,F,Google,Credit card,1
1557,35,F,Google,Credit card,2
1558,80,M,Google,Credit card,3
1559,49,F,Email,Debit card,2
1560,33,M,Email,PayPal,1
1561,23,F,Facebook,Credit card,2
1562,30,M,Facebook,Credit card,2
1563,32,M,Email,Debit card,4
1564,35,F,Email,Credit card,2
1565,23,F,Email,PayPal,3
1566,26,M,Facebook,PayPal,3
1567,62,M,Google,Credit card,3
1568,65,F,Email,PayPal,3
1569,38,F,Facebook,Credit card,3
1570,40,F,Email,Debit card,2
1571,62,M,Email,Credit card,3
1572,29,F,Google,PayPal,3
1573,70,F,Facebook,Debit card,3
